video,frame,animal_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,prev_x,prev_y,movement,behaviour,welfare_alert
zabras,19,1,zebra,0.9181357622146606,318.5918273925781,428.15728759765625,931.2057495117188,853.1630249023438,624.8987884521484,640.66015625,1020.8217468261719,579.2780609130859,400.6529053876793,running,Normal
rhino_and_baby,20,1,rhino,0.9368718266487122,636.20263671875,529.840087890625,936.9796752929688,711.3407592773438,786.5911560058594,620.5904235839844,624.8987884521484,640.66015625,162.93316388755755,running,Normal
elephants,20,1,elephant,0.9416153430938721,871.1533813476562,409.10870361328125,1170.6126708984375,749.1492919921875,1020.8830261230469,579.1289978027344,786.5911560058594,620.5904235839844,237.93219670911114,running,Normal
zabras,20,1,zebra,0.9215442538261414,302.09808349609375,427.842041015625,929.8983154296875,853.41455078125,615.9981994628906,640.6282958984375,1020.8830261230469,579.1289978027344,409.52885921005486,running,Normal
rhino_and_baby,21,1,rhino,0.9342009425163269,633.4012451171875,528.240234375,945.2691650390625,709.462646484375,789.335205078125,618.8514404296875,615.9981994628906,640.6282958984375,174.6995963068107,running,Normal
elephants,21,1,elephant,0.9397547245025635,870.626220703125,409.98876953125,1173.3458251953125,749.1552734375,1021.9860229492188,579.572021484375,789.335205078125,618.8514404296875,235.9433741573817,running,Normal
zabras,21,1,zebra,0.9289203882217407,307.7695617675781,428.19970703125,924.2352905273438,852.3274536132812,616.0024261474609,640.2635803222656,1021.9860229492188,579.572021484375,410.4950014144696,running,Normal
rhino_and_baby,22,1,rhino,0.92252516746521,631.4940795898438,525.8792724609375,959.9828491210938,708.447265625,795.7384643554688,617.1632690429688,616.0024261474609,640.2635803222656,181.21442495538497,running,Normal
elephants,22,1,elephant,0.9407247304916382,871.0817260742188,410.6053466796875,1176.6751708984375,749.0200805664062,1023.8784484863281,579.8127136230469,795.7384643554688,617.1632690429688,231.17724011979516,running,Normal
zabras,22,1,zebra,0.9301966428756714,318.0506896972656,427.849609375,920.87158203125,850.8187255859375,619.4611358642578,639.3341674804688,1023.8784484863281,579.8127136230469,408.77397937950815,running,Normal
rhino_and_baby,23,1,rhino,0.919750988483429,626.9216918945312,524.6397705078125,974.7078247070312,708.5106811523438,800.8147583007812,616.5752258300781,619.4611358642578,639.3341674804688,182.7761083837135,running,Normal
elephants,23,1,elephant,0.9371992349624634,871.77197265625,411.16363525390625,1182.1380615234375,749.0320434570312,1026.9550170898438,580.0978393554688,800.8147583007812,616.5752258300781,229.06334575658798,running,Normal
zabras,23,1,zebra,0.9302030205726624,323.4741516113281,427.5419616699219,920.8135986328125,850.6217041015625,622.1438751220703,639.0818328857422,1026.9550170898438,580.0978393554688,409.085776034846,running,Normal
rhino_and_baby,24,1,rhino,0.9141362905502319,624.2446899414062,524.9434814453125,986.1947021484375,709.8989868164062,805.2196960449219,617.4212341308594,622.1438751220703,639.0818328857422,184.35275355957134,running,Normal
elephants,24,1,elephant,0.9303937554359436,872.44140625,412.544189453125,1184.16650390625,748.8186645507812,1028.303955078125,580.6814270019531,805.2196960449219,617.4212341308594,226.08936298787367,running,Normal
zabras,24,1,zebra,0.9232931137084961,353.42755126953125,426.4967956542969,932.6198120117188,849.5884399414062,643.023681640625,638.0426177978516,1028.303955078125,580.6814270019531,389.52688650412597,running,Normal
rhino_and_baby,25,1,rhino,0.9310088753700256,621.15087890625,523.3375854492188,981.8818359375,710.0107421875,801.516357421875,616.6741638183594,643.023681640625,638.0426177978516,159.9266678880483,running,Normal
elephants,25,1,elephant,0.9341541528701782,872.9130249023438,412.2079162597656,1187.0977783203125,748.5995483398438,1030.0054016113281,580.4037322998047,801.516357421875,616.6741638183594,231.3499243940919,running,Normal
zabras,25,1,zebra,0.9179081320762634,366.90234375,426.91473388671875,918.4656372070312,850.834228515625,642.6839904785156,638.8744812011719,1030.0054016113281,580.4037322998047,391.7099743419867,running,Normal
rhino_and_baby,26,1,rhino,0.9409598112106323,614.6123046875,523.8112182617188,973.8679809570312,709.3787841796875,794.2401428222656,616.5950012207031,642.6839904785156,638.8744812011719,153.18499450482108,running,Normal
elephants,26,1,elephant,0.9336071610450745,873.1414184570312,412.1903076171875,1188.6611328125,748.6393432617188,1030.9012756347656,580.4148254394531,794.2401428222656,616.5950012207031,239.41072846398907,running,Normal
zabras,26,1,zebra,0.9217614531517029,369.1965637207031,426.85223388671875,907.9122314453125,849.7601928710938,638.5543975830078,638.3062133789062,1030.9012756347656,580.4148254394531,396.59486319734043,running,Normal
rhino_and_baby,27,1,rhino,0.9476932287216187,608.3580932617188,525.1934204101562,966.7283935546875,708.8660278320312,787.5432434082031,617.0297241210938,638.5543975830078,638.3062133789062,150.50038264224324,running,Normal
elephants,27,1,elephant,0.9391919374465942,873.042236328125,412.61541748046875,1183.4998779296875,749.0239868164062,1028.2710571289062,580.8197021484375,787.5432434082031,617.0297241210938,243.43591762517255,running,Normal
zabras,27,1,zebra,0.9203200936317444,371.1048583984375,424.8368835449219,903.7362060546875,849.2911987304688,637.4205322265625,637.0640411376953,1028.2710571289062,580.8197021484375,394.8766370460225,running,Normal
rhino_and_baby,28,1,rhino,0.9535267949104309,605.76220703125,526.2305908203125,949.4324340820312,708.1051025390625,777.5973205566406,617.1678466796875,637.4205322265625,637.0640411376953,141.58174508193628,running,Normal
elephants,28,1,elephant,0.93923020362854,872.7117309570312,412.9781494140625,1182.309814453125,748.6986083984375,1027.5107727050781,580.83837890625,777.5973205566406,617.1678466796875,252.5402221299621,running,Normal
zabras,28,1,zebra,0.9181846976280212,367.956298828125,424.3427429199219,908.2861938476562,848.8681640625,638.1212463378906,636.6054534912109,1027.5107727050781,580.83837890625,393.36264420026873,running,Normal
rhino_and_baby,29,1,rhino,0.955164909362793,603.0479736328125,526.7242431640625,938.2509765625,707.643798828125,770.6494750976562,617.1840209960938,638.1212463378906,636.6054534912109,133.94373243404547,running,Normal
elephants,29,1,elephant,0.9407663941383362,872.3505859375,412.7857360839844,1181.0048828125,749.1536865234375,1026.677734375,580.9697113037109,770.6494750976562,617.1840209960938,258.5767695967342,running,Normal
zabras,29,1,zebra,0.916613757610321,366.0706481933594,423.6886291503906,908.0325927734375,850.4884643554688,637.0516204833984,637.0885467529297,1026.677734375,580.9697113037109,393.64683704870254,running,Normal
rhino_and_baby,30,1,rhino,0.9612732529640198,600.6946411132812,527.5709838867188,931.8492431640625,706.8361206054688,766.2719421386719,617.2035522460938,637.0516204833984,637.0885467529297,130.7413650503513,running,Normal
elephants,30,1,elephant,0.9373623132705688,872.1578979492188,412.4170227050781,1181.19970703125,749.3285522460938,1026.6788024902344,580.8727874755859,766.2719421386719,617.2035522460938,262.9289968546036,running,Normal
zabras,30,1,zebra,0.9129166007041931,359.8890380859375,425.0126037597656,901.8192749023438,851.5640869140625,630.8541564941406,638.2883453369141,1026.6788024902344,580.8727874755859,399.96711947666455,running,Normal
rhino_and_baby,31,1,rhino,0.9612600803375244,599.2935791015625,528.6166381835938,921.5985107421875,706.2841186523438,760.446044921875,617.4503784179688,630.8541564941406,638.2883453369141,131.25653664325222,running,Normal
elephants,31,1,elephant,0.9313028454780579,871.8007202148438,411.9226379394531,1185.1444091796875,749.4098510742188,1028.4725646972656,580.6662445068359,760.446044921875,617.4503784179688,270.5388841007888,running,Normal
zabras,31,1,zebra,0.9256910085678101,353.02423095703125,426.6932373046875,897.5808715820312,848.1810302734375,625.3025512695312,637.4371337890625,1028.4725646972656,580.6662445068359,407.14738559545526,running,Normal
rhino_and_baby,32,1,rhino,0.9632507562637329,598.7233276367188,528.239501953125,906.970458984375,705.5947265625,752.8468933105469,616.9171142578125,625.3025512695312,637.4371337890625,129.18448199469805,running,Normal
elephants,32,1,elephant,0.9350131750106812,871.3414306640625,411.6518249511719,1189.9996337890625,749.432861328125,1030.6705322265625,580.5423431396484,752.8468933105469,616.9171142578125,280.1947506903644,running,Normal
zabras,32,1,zebra,0.9142723679542542,341.1176452636719,427.5284423828125,892.3870239257812,847.029052734375,616.7523345947266,637.2787475585938,1030.6705322265625,580.5423431396484,417.78857561831165,running,Normal
rhino_and_baby,33,1,rhino,0.9631350636482239,597.3328857421875,527.408203125,896.8735961914062,705.7462768554688,747.1032409667969,616.5772399902344,616.7523345947266,637.2787475585938,131.9845112413691,running,Normal
elephants,33,1,elephant,0.9399642944335938,870.58740234375,411.6090393066406,1188.5550537109375,749.8483276367188,1029.5712280273438,580.7286834716797,747.1032409667969,616.5772399902344,284.73370492181164,running,Normal
zabras,33,1,zebra,0.9188743829727173,341.5895080566406,426.895751953125,888.0062255859375,846.0460815429688,614.7978668212891,636.4709167480469,1029.5712280273438,580.7286834716797,418.50225535450255,running,Normal
rhino_and_baby,34,1,rhino,0.9692370295524597,595.7030029296875,526.714111328125,891.746826171875,705.21435546875,743.7249145507812,615.9642333984375,614.7978668212891,636.4709167480469,130.54772191901284,running,Normal
elephants,34,1,elephant,0.9266119003295898,870.2301025390625,411.8747253417969,1186.7236328125,749.8243408203125,1028.4768676757812,580.8495330810547,743.7249145507812,615.9642333984375,286.9089001527868,running,Normal
zabras,34,1,zebra,0.9191258549690247,360.2411193847656,426.10076904296875,890.15234375,845.53759765625,625.1967315673828,635.8191833496094,1028.4768676757812,580.8495330810547,407.0092512833776,running,Normal
rhino_and_baby,35,1,rhino,0.9698609709739685,591.625244140625,525.2285766601562,890.6566772460938,704.5005493164062,741.1409606933594,614.8645629882812,625.1967315673828,635.8191833496094,117.82258010290022,running,Normal
elephants,35,1,elephant,0.924772322177887,870.097900390625,412.3102722167969,1184.42333984375,749.9270629882812,1027.2606201171875,581.1186676025391,741.1409606933594,614.8645629882812,288.10283748028735,running,Normal
zabras,35,1,zebra,0.9192700982093811,368.4680480957031,426.2862243652344,892.2268676757812,845.7459106445312,630.3474578857422,636.0160675048828,1027.2606201171875,581.1186676025391,400.6916306445687,running,Normal
rhino_and_baby,36,1,rhino,0.967165470123291,588.254150390625,524.7739868164062,887.9883422851562,703.9548950195312,738.1212463378906,614.3644409179688,630.3474578857422,636.0160675048828,109.9271686672026,running,Normal
elephants,36,1,elephant,0.9306342005729675,870.0761108398438,412.4517822265625,1184.021484375,750.1087036132812,1027.0487976074219,581.2802429199219,738.1212463378906,614.3644409179688,290.81556705200904,running,Normal
zabras,36,1,zebra,0.9232993125915527,367.7364501953125,425.8804626464844,884.3438110351562,842.37353515625,626.0401306152344,634.1269989013672,1027.0487976074219,581.2802429199219,404.47587149373146,running,Normal
rhino_and_baby,37,1,rhino,0.964079737663269,585.119873046875,523.8263549804688,887.3291015625,703.4722290039062,736.2244873046875,613.6492919921875,626.0401306152344,634.1269989013672,112.07108877550401,running,Normal
elephants,37,1,elephant,0.9338564872741699,869.4354858398438,412.3836975097656,1179.4862060546875,749.6509399414062,1024.4608459472656,581.0173187255859,736.2244873046875,613.6492919921875,290.07765188446547,running,Normal
zabras,37,1,zebra,0.9148604273796082,365.32470703125,423.9006652832031,877.0217895507812,842.5451049804688,621.1732482910156,633.2228851318359,1024.4608459472656,581.0173187255859,406.6525637287275,running,Normal
rhino_and_baby,38,1,rhino,0.9686040282249451,583.22412109375,522.7802734375,884.7691040039062,703.5097045898438,733.9966125488281,613.1449890136719,621.1732482910156,633.2228851318359,114.59595732390751,running,Normal
elephants,38,1,elephant,0.9374916553497314,868.9751586914062,412.44842529296875,1177.422119140625,749.6044921875,1023.1986389160156,581.0264587402344,733.9966125488281,613.1449890136719,290.98008873772295,running,Normal
zabras,38,1,zebra,0.9149959683418274,364.0879211425781,423.8633728027344,875.2568969726562,841.065185546875,619.6724090576172,632.4642791748047,1023.1986389160156,581.0264587402344,406.7914300409881,running,Normal
rhino_and_baby,39,1,rhino,0.9677541255950928,579.7400512695312,522.6160278320312,881.4148559570312,702.4099731445312,730.5774536132812,612.5130004882812,619.6724090576172,632.4642791748047,112.68532481703708,running,Normal
elephants,39,1,elephant,0.9341886043548584,869.5490112304688,412.394287109375,1175.23291015625,750.1685791015625,1022.3909606933594,581.2814331054688,730.5774536132812,612.5130004882812,293.4800397225712,running,Normal
zabras,39,1,zebra,0.927409291267395,359.1577453613281,419.17041015625,883.6866455078125,839.3363037109375,621.4221954345703,629.2533569335938,1022.3909606933594,581.2814331054688,403.82825085539685,running,Normal
rhino_and_baby,40,1,rhino,0.972908616065979,577.8074951171875,522.8942260742188,878.3640747070312,702.225341796875,728.0857849121094,612.5597839355469,621.4221954345703,629.2533569335938,107.96201507786941,running,Normal
elephants,40,1,elephant,0.9287515878677368,870.8275146484375,412.3852233886719,1173.86572265625,750.165283203125,1022.3466186523438,581.2752532958984,728.0857849121094,612.5597839355469,295.9191783761927,running,Normal
zabras,40,1,zebra,0.9180298447608948,355.1509094238281,418.539306640625,876.360107421875,839.9747314453125,615.7555084228516,629.2570190429688,1022.3466186523438,581.2752532958984,409.4124824206729,running,Normal
rhino_and_baby,41,1,rhino,0.974004864692688,575.055908203125,523.9559936523438,874.5191650390625,702.2706298828125,724.7875366210938,613.1133117675781,615.7555084228516,629.2570190429688,110.22069886194598,running,Normal
elephants,41,1,elephant,0.8883622884750366,867.6954956054688,412.3249816894531,1169.9114990234375,749.4660034179688,1018.8034973144531,580.8954925537109,724.7875366210938,613.1133117675781,295.7758830894373,running,Normal
zabras,41,1,zebra,0.9177103638648987,354.6954650878906,418.6042175292969,874.966552734375,840.8153686523438,614.8310089111328,629.7097930908203,1018.8034973144531,580.8954925537109,406.9110557894661,running,Normal
rhino_and_baby,42,1,rhino,0.9722976684570312,569.4257202148438,524.8236083984375,869.9297485351562,702.9369506835938,719.677734375,613.8802795410156,614.8310089111328,629.7097930908203,106.03494395584404,running,Normal
elephants,42,1,elephant,0.9358465075492859,868.83935546875,411.5199890136719,1168.4716796875,749.8790283203125,1018.655517578125,580.6995086669922,719.677734375,613.8802795410156,300.813361413434,running,Normal
zabras,42,1,zebra,0.9304844737052917,350.35369873046875,413.3263854980469,869.5836791992188,839.3114013671875,609.9686889648438,626.3188934326172,1018.655517578125,580.6995086669922,411.2250626462055,running,Normal
rhino_and_baby,43,1,rhino,0.9723972082138062,564.5225219726562,525.476318359375,866.1654663085938,703.2354736328125,715.343994140625,614.3558959960938,609.9686889648438,626.3188934326172,106.05219586861602,running,Normal
elephants,43,1,elephant,0.9385015964508057,869.4273071289062,411.6665344238281,1168.1820068359375,750.1617431640625,1018.8046569824219,580.9141387939453,715.343994140625,614.3558959960938,305.2977645138434,running,Normal
zabras,43,1,zebra,0.9295022487640381,346.0284729003906,406.79290771484375,865.4141235351562,836.4842529296875,605.7212982177734,621.6385803222656,1018.8046569824219,580.9141387939453,415.0859446260218,running,Normal
rhino_and_baby,44,1,rhino,0.9669381380081177,562.6680297851562,525.563720703125,863.8175048828125,703.2929077148438,713.2427673339844,614.4283142089844,605.7212982177734,621.6385803222656,107.76295401636239,running,Normal
elephants,44,1,elephant,0.9398446679115295,862.3300170898438,411.2467956542969,1166.1478271484375,750.9754028320312,1014.2389221191406,581.1110992431641,713.2427673339844,614.4283142089844,302.8344795569494,running,Normal
zabras,44,1,zebra,0.9229767322540283,342.3565368652344,403.39105224609375,866.8369750976562,834.3946533203125,604.5967559814453,618.8928527832031,1014.2389221191406,581.1110992431641,411.38080312350917,running,Normal
rhino_and_baby,45,1,rhino,0.9639005661010742,561.3341674804688,525.5931396484375,859.7739868164062,703.3741455078125,710.5540771484375,614.483642578125,604.5967559814453,618.8928527832031,106.04902188854783,running,Normal
elephants,45,1,elephant,0.9423611760139465,862.250244140625,410.6770935058594,1162.5784912109375,751.302001953125,1012.4143676757812,580.9895477294922,710.5540771484375,614.483642578125,303.7128403393271,running,Normal
zabras,45,1,zebra,0.9221896529197693,338.058349609375,403.2967529296875,854.8168334960938,832.7611083984375,596.4375915527344,618.0289306640625,1012.4143676757812,580.9895477294922,417.62254987236645,running,Normal
rhino_and_baby,46,1,rhino,0.9646137356758118,560.888427734375,525.6880493164062,857.2080078125,703.3333740234375,709.0482177734375,614.5107116699219,596.4375915527344,618.0289306640625,112.66557150571616,running,Normal
elephants,46,1,elephant,0.9407424330711365,864.523193359375,409.9211120605469,1158.339599609375,751.7051391601562,1011.431396484375,580.8131256103516,709.0482177734375,614.5107116699219,304.25501487004766,running,Normal
